monitorID,longitude,latitude,elevation,timezone,countryCode,stateCode,siteName,agencyName,countyName,msaName,monitorType,siteID,instrumentID,aqsID,pwfslID,pwfslDataIngestSource,telemetryAggregator,telemetryUnitID
000102701_01,-122.1528,52.1342,660,America/Vancouver,CA,BC,Williams Lake Columneetza School,British Columbia Ministry of Environment,British Columbia,NA,NA,000102701,01,000102701,NA,AIRNOW,NA,NA
290950042_01,-94.450513,39.047911,293,America/Chicago,US,MO,Blue Ridge I-70,Missouri Department of Natural Resources,Jackson,"Kansas City, MO-KS",NA,290950042,01,290950042,NA,AIRNOW,NA,NA
060010012_01,-122.263376,37.793624,4,America/Los_Angeles,US,CA,Laney College,San Francisco Bay Area AQMD,Alameda,"San Francisco-Oakland-Fremont, CA",NA,060010012,01,060010012,NA,AIRNOW,NA,NA
060010011_01,-122.282402,37.8148,3,America/Los_Angeles,US,CA,Oakland West,San Francisco Bay Area AQMD,Alameda,"San Francisco-Oakland-Fremont, CA",NA,060010011,01,060010011,NA,AIRNOW,NA,NA
540511002_01,-80.7342,39.9158,214,America/New_York,US,WV,MOUNDSVILLE,West Virginia Division of Air Quality - Wheeling,Marshall,"Wheeling, WV-OH",NA,540511002,01,540511002,NA,AIRNOW,NA,NA
840160410002_01,-111.864167,42.082222,1440,America/Boise,US,ID,Preston PM25 BAM,Idaho Department of Environmental Quality,Franklin,NA,NA,840160410002,01,840160410002,NA,AIRNOW,NA,NA
250130018_01,-72.58499,42.120248,NA,America/New_York,US,MA,SPRINGFIELDSP,Massachusetts Dept. of Environmental Protection,Hampden,NA,NA,250130018,01,250130018,NA,AIRNOW,NA,NA
410330011_01,-123.2321,42.290094,359,America/Los_Angeles,US,OR,Provolt - Seed Orchard,Oregon Dept. of Environmental Quality,Josephine,"Grants Pass, OR",NA,410330011,01,410330011,NA,AIRNOW,NA,NA
261630093_01,-83.266319,42.38599,NA,America/Detroit,US,MI,ELIZA-HOWELL,"Michigan Department of Environment, Great Lakes, and Energy",Wayne,"Detroit-Warren-Livonia, MI",NA,261630093,01,261630093,NA,AIRNOW,NA,NA
301110087_01,-108.426551,45.806357,NA,America/Denver,US,MT,Billlings Lockwood,Montana DEQ,Yellowstone,NA,NA,301110087,01,301110087,NA,AIRNOW,NA,NA
181050003_01,-86.504747,39.159372,250,America/Indiana/Indianapolis,US,IN,Bloomington - Binford,Indiana Dept. of Environmental Management,Monroe,"Bloomington, IN",NA,181050003,01,181050003,NA,AIRNOW,NA,NA
211110051_01,-85.8961,38.0608,NA,America/New_York,US,KY,WATSON,Louisville Metro Air Pollution Control District ,Jefferson,"Louisville, KY-IN",NA,211110051,01,211110051,NA,AIRNOW,NA,NA
550890009_01,-87.81,43.4981,NA,America/Chicago,US,WI,HARRINGTON BCH,Wisconsin Dept. of Natural Resources,Ozaukee,"Milwaukee-Waukesha-West Allis, WI",NA,550890009,01,550890009,NA,AIRNOW,NA,NA
060590007_01,-117.938509,33.830586,15,America/Los_Angeles,US,CA,Anaheim,South Coast AQMD,Orange,"Los Angeles-Long Beach-Santa Ana, CA",NA,060590007,01,060590007,NA,AIRNOW,NA,NA
000062501_01,-81.5753,44.2994,NA,America/Toronto,CA,ON,Tiverton,Ontario Ministry of the Environment,Ontario,NA,NA,000062501,01,000062501,NA,AIRNOW,NA,NA
000065201_01,-80.0378,45.3378,NA,America/Toronto,CA,ON,Parry Sound,Ontario Ministry of the Environment,Ontario,NA,NA,000065201,01,000065201,NA,AIRNOW,NA,NA
530530031_01,-122.3858,47.2656,1,America/Los_Angeles,US,WA,Tacoma-Alexander Ave,Washington Department of Ecology,Pierce,"Seattle-Tacoma-Bellevue, WA",NA,530530031,01,530530031,NA,AIRNOW,NA,NA
410230002_01,-118.951302,44.417999,NA,America/Los_Angeles,US,OR,John Day Dayton St,Oregon Dept. of Environmental Quality,Grant,NA,NA,410230002,01,410230002,NA,AIRNOW,NA,NA
840410450001_01,-116.9697,44.033365,655,America/Boise,US,OR,Ontario May Roberts Elementary School,Oregon Dept. of Environmental Quality,Malheur,NA,NA,840410450001,01,840410450001,NA,AIRNOW,NA,NA
840410510033_01,-122.651,45.5273,39,America/Los_Angeles,US,OR,Portland Benson High School,Oregon Dept. of Environmental Quality,Multnomah,NA,NA,840410510033,01,840410510033,NA,AIRNOW,NA,NA
060890007_01,-122.2978,40.4531,137,America/Los_Angeles,US,CA,Anderson,Shasta County Air Quality Management District,Shasta,"Redding, CA",NA,060890007,01,060890007,NA,AIRNOW,NA,NA
261610008_01,-83.5997,42.24,NA,America/Detroit,US,MI,YPSILANTI,"Michigan Department of Environment, Great Lakes, and Energy",Washtenaw,"Ann Arbor, MI",NA,261610008,01,261610008,NA,AIRNOW,NA,NA
060670011_01,-121.420838,38.302591,6,America/Los_Angeles,US,CA,Elk Grove,Sacramento Metro. AQMD,Sacramento,"Sacramento--Arden-Arcade--Roseville, CA",NA,060670011,01,060670011,NA,AIRNOW,NA,NA
100031008_01,-75.611,39.595001,NA,America/New_York,US,DE,Rte 9 Del. City,Delaware Dept. of Natural Resources and Environment,New Castle,NA,NA,100031008,01,100031008,NA,AIRNOW,NA,NA
390950024_01,-83.54625,41.644067,299,America/New_York,US,OH,Erie,Ohio EPA-DAPC,Lucas,"Toledo, OH",NA,390950024,01,390950024,NA,AIRNOW,NA,NA
421330008_01,-76.6994,39.9653,NA,America/New_York,US,PA,York,Pennsylvania Dept. of Environmental Protection,York,"York-Hanover, PA",NA,421330008,01,421330008,NA,AIRNOW,NA,NA
840420510524_01,-79.805499,39.917663,NA,America/New_York,US,PA,Uniontown,Pennsylvania Dept. of Environmental Protection,Fayette,"Pittsburgh, PA",NA,840420510524,01,840420510524,NA,AIRNOW,NA,NA
840471130010_01,-88.81959,35.705338,135,America/Chicago,US,TN,Jackson,Tennessee Air Pollution Control Div.,Madison,"Jackson, TN",NA,840471130010,01,840471130010,NA,AIRNOW,NA,NA
160170003_01,-116.556557,48.291821,NA,America/Los_Angeles,US,ID,Sandpoint U of I,Idaho Department of Environmental Quality,Bonner,NA,NA,160170003,01,160170003,NA,AIRNOW,NA,NA
020900035_01,-147.310297,64.762973,145,America/Anchorage,US,AK,Hurst Road,State of Alaska DEC,Fairbanks North Star,"Fairbanks, AK",NA,020900035,01,020900035,NA,AIRNOW,NA,NA
000101003_01,-122.30972,49.04278,80,America/Vancouver,CA,BC,Abbotsford,Metro Vancouver,British Columbia,NA,NA,000101003,01,000101003,NA,AIRNOW,NA,NA
211930003_01,-83.2203,37.2831,NA,America/New_York,US,KY,HAZ2,Kentucky DEP,Perry,NA,NA,211930003,01,211930003,NA,AIRNOW,NA,NA
840480131090_01,-98.589126,29.162942,207,America/Chicago,US,TX,Von Ormy Highway 16,Texas Commission on Environmental Quality,Atascosa,"San Antonio, TX",NA,840480131090,01,840480131090,NA,AIRNOW,NA,NA
482150043_01,-98.29107,26.226226,40,America/Chicago,US,TX,Mission C43,Texas Commission on Environmental Quality,Hidalgo,"McAllen-Edinburg-Mission, TX",NA,482150043,01,482150043,NA,AIRNOW,NA,NA
840060290019_01,-118.162833,35.046528,834,America/Los_Angeles,US,CA,Mojave - CA 58 Business,California Air Resources Board,Kern,"Bakersfield, CA",NA,840060290019,01,840060290019,NA,AIRNOW,NA,NA
060612001_01,-121.3,38.89,51,America/Los_Angeles,US,CA,Lincoln,Placer County APCD,Placer,"Sacramento--Arden-Arcade--Roseville, CA",NA,060612001,01,060612001,NA,AIRNOW,NA,NA
800150581_01,-99.0281,19.3919,2236,America/Mexico_City,MX,MX,Nezahualcóyotl,Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico,Mexico State,NA,NA,800150581,01,800150581,NA,AIRNOW,NA,NA
800090043_01,-99.2628,19.3573,2600,America/Mexico_City,MX,DF,Santa Fe,Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico,Distrito Federal,NA,NA,800090043,01,800090043,NA,AIRNOW,NA,NA
460290002_01,-97.128802,44.89965,NA,America/Chicago,US,SD,Watertown,South Dakota Department of Environment and Natural Resources,Codington,NA,NA,460290002,01,460290002,NA,AIRNOW,NA,NA
461270001_01,-96.707208,42.751518,NA,America/Chicago,US,SD,UC1,South Dakota Department of Environment and Natural Resources,Union,NA,NA,461270001,01,461270001,NA,AIRNOW,NA,NA
350010023_01,-106.584702,35.1353,1590,America/Denver,US,NM,Del Norte,Albuquerque Environmental Health Department,Bernalillo,"Albuquerque, NM",NA,350010023,01,350010023,NA,AIRNOW,NA,NA
131350002_01,-84.0664,33.9636,NA,America/New_York,US,GA,Gwinnett Tech,Georgia Department of Natural Resources,Gwinnett,"Atlanta-Sandy Springs-Marietta, GA",NA,131350002,01,131350002,NA,AIRNOW,NA,NA
400019009_01,-94.669701,35.750599,300,America/Chicago,US,OK,STILWELL CASTNET & NCORE,Cherokee Nation,Adair,NA,NA,400019009,01,400019009,NA,AIRNOW,NA,NA
180570007_01,-85.939546000000007,39.960884,244,America/Indiana/Indianapolis,US,IN,Fishers,Indiana Dept. of Environmental Management,Hamilton,"Indianapolis, IN",NA,180570007,01,180570007,NA,AIRNOW,NA,NA
421010075_01,-74.985166,40.054171,NA,America/New_York,US,PA,TOR,Philadelphia Air Management Services,Philadelphia,NA,NA,421010075,01,421010075,NA,AIRNOW,NA,NA
840410150002_01,-124.276768,42.054597,NA,America/Los_Angeles,US,OR,Brookings CPFA,Oregon Dept. of Environmental Quality,Curry,NA,NA,840410150002,01,840410150002,NA,AIRNOW,NA,NA
250130008_01,-72.555603,42.194401,NA,America/New_York,US,MA,CHICOPEE,Massachusetts Dept. of Environmental Protection,Hampden,"Springfield, MA",NA,250130008,01,250130008,NA,AIRNOW,NA,NA
250250002_01,-71.097702,42.3489,NA,America/New_York,US,MA,BOSTON-KENMORE,Massachusetts Dept. of Environmental Protection,Suffolk,"Boston-Cambridge-Quincy, MA-NH",NA,250250002,01,250250002,NA,AIRNOW,NA,NA
CC0050103_01,-73.499682,45.641026,NA,America/New_York,CA,QC,Saint-Jean-Baptiste,Canada-Quebec2,NA,NA,NA,CC0050103,01,CC0050103,NA,AIRNOW,NA,NA
300310019_01,-111.056282,45.683765,NA,America/Denver,US,MT,Bozeman High School,Montana DEQ,Gallatin,NA,NA,300310019,01,300310019,NA,AIRNOW,NA,NA
000040302_01,-64.79,46.11,NA,America/Moncton,CA,NB,MONCTON,Environment Canada,New Brunswick,NA,NA,000040302,01,000040302,NA,AIRNOW,NA,NA
090110124_01,-72.0789,41.3536,NA,America/New_York,US,CT,Groton Fort Griswold,Connecticut Dept. of Energy and Environmental Protection,New London,"Norwich-New London, CT",NA,090110124,01,090110124,NA,AIRNOW,NA,NA
230050029_01,-70.268967,43.660248,NA,America/New_York,US,ME,Portland - Deering Oaks,Maine Dept. of Environmental Protection,Cumberland,"Portland-South Portland-Biddeford, ME",NA,230050029,01,230050029,NA,AIRNOW,NA,NA
160571000_01,-116.89625,46.921,240,America/Los_Angeles,US,ID,Potlatch,Idaho Department of Environmental Quality,Latah,NA,NA,160571000,01,160571000,NA,AIRNOW,NA,NA
300630037_01,-114.224273,47.012907,NA,America/Denver,US,MT,French Town - Beckwith,Montana DEQ,Missoula,NA,NA,300630037,01,300630037,NA,AIRNOW,NA,NA
000010901_01,-55.198521,47.098991,1,America/St_Johns,CA,NF,Marystown/Burin,Environment Canada,Newfoundland,NA,NA,000010901,01,000010901,NA,AIRNOW,NA,NA
120050006_01,-85.738098,30.128901,NA,America/Chicago,US,FL,St. Andrews Park,Florida Dept. of Environmental Protection,Bay,"Panama City-Lynn Haven, FL",NA,120050006,01,120050006,NA,AIRNOW,NA,NA
120230002_01,-82.6192,30.1783,NA,America/New_York,US,FL,Lake City,Florida Dept. of Environmental Protection,Columbia,"Lake City, FL",NA,120230002,01,120230002,NA,AIRNOW,NA,NA
371290002_01,-77.838611,34.364167,5,America/New_York,US,NC,CASTLE H,North Carolina DEQ - Division of Air Quality,New Hanover,"Wilmington, NC",NA,371290002,01,371290002,NA,AIRNOW,NA,NA
261630001_01,-83.2092,42.2283,NA,America/Detroit,US,MI,ALLEN PARK,"Michigan Department of Environment, Great Lakes, and Energy",Wayne,"Detroit-Warren-Livonia, MI",NA,261630001,01,261630001,NA,AIRNOW,NA,NA
290470005_01,-94.376389,39.303056,284,America/Chicago,US,MO,LIBERTY,Missouri Department of Natural Resources,Clay,"Kansas City, MO-KS",NA,290470005,01,290470005,NA,AIRNOW,NA,NA
250230005_01,-71.012686,42.065119,24,America/New_York,US,MA,Brockton,Massachusetts Dept. of Environmental Protection,Plymouth,NA,NA,250230005,01,250230005,NA,AIRNOW,NA,NA
090011123_01,-73.4447,41.4014,116,America/New_York,US,CT,Danbury,Connecticut Dept. of Energy and Environmental Protection,Fairfield,"Bridgeport-Stamford-Norwalk, CT",NA,090011123,01,090011123,NA,AIRNOW,NA,NA
261530001_01,-85.9503,46.2889,NA,America/Detroit,US,MI,SENEY,"Michigan Department of Environment, Great Lakes, and Energy",Schoolcraft,NA,NA,261530001,01,261530001,NA,AIRNOW,NA,NA
191370002_01,-95.044998,40.970001,NA,America/Chicago,US,IA,Viking Lake State Park,Iowa DNR,Montgomery,NA,NA,191370002,01,191370002,NA,AIRNOW,NA,NA
220330009_01,-91.1769,30.4622,NA,America/Chicago,US,LA,Capitol,Louisiana Department of Environmental Quality,East Baton Rouge,"Baton Rouge, LA",NA,220330009,01,220330009,NA,AIRNOW,NA,NA
450190046_01,-79.656998,32.941002,7,America/New_York,US,SC,Cape Romain,South Carolina DHEC,Charleston,"Charleston-North Charleston, SC",NA,450190046,01,450190046,NA,AIRNOW,NA,NA
450410003_01,-79.7673,34.2143,44,America/New_York,US,SC,Williams Middle School,South Carolina DHEC,Florence,"Florence, SC",NA,450410003,01,450410003,NA,AIRNOW,NA,NA
170310076_01,-87.7136,41.7547,NA,America/Chicago,US,IL,CHI_COM,Illinois EPA,Cook,"Chicago-Naperville-Joliet, IL-IN-WI",NA,170310076,01,170310076,NA,AIRNOW,NA,NA
420130801_01,-78.3889,40.515,NA,America/New_York,US,PA,Altoona,Pennsylvania Dept. of Environmental Protection,Blair,"Altoona, PA",NA,420130801,01,420130801,NA,AIRNOW,NA,NA
210590005_01,-87.0756,37.7808,NA,America/Chicago,US,KY,OWENPRI,Kentucky DEP,Daviess,"Owensboro, KY",NA,210590005,01,210590005,NA,AIRNOW,NA,NA
500070007_01,-72.868973,44.528389,388,America/New_York,US,VT,Underhill,Vermont Air Quality & Climate Division,Chittenden,"Burlington-South Burlington, VT",NA,500070007,01,500070007,NA,AIRNOW,NA,NA
80011G017_01,-101.528686,20.450916,522,America/Mexico_City,MX,GJ,Estación Abasolo,Secretaría de Medio Ambiente y Ordenamiento Territorial,Guanajuato,NA,NA,80011G017,01,80011G017,NA,AIRNOW,NA,NA
080410017_01,-104.8286,38.848,1571,America/Denver,US,CO,Colorado College,Colorado Department of Public Health and Environment,El Paso,"Colorado Springs, CO",NA,080410017,01,080410017,NA,AIRNOW,NA,NA
081030006_01,-108.761002,40.086941,1656,America/Denver,US,CO,"Rangely, CO",National Park Service,Rio Blanco,NA,NA,081030006,01,081030006,NA,AIRNOW,NA,NA
550790056_01,-87.93434,42.93257,NA,America/Chicago,US,WI,MILWAUKEE COLLEGE AVE.-NR,Wisconsin Dept. of Natural Resources,Milwaukee,"Milwaukee-Waukesha-West Allis, WI",NA,550790056,01,550790056,NA,AIRNOW,NA,NA
060990006_01,-120.8358,37.4883,NA,America/Los_Angeles,US,CA,Turlock - S. Minaret Street,San Joaquin Valley Unified APCD,Stanislaus,"Modesto, CA",NA,060990006,01,060990006,NA,AIRNOW,NA,NA
350550005_01,-105.5833,36.3833,2135,America/Denver,US,NM,Taos Fire Station,New Mexico Air Quality Bureau,Taos,"Taos, NM",NA,350550005,01,350550005,NA,AIRNOW,NA,NA
060690002_01,-121.3621,36.843425,NA,America/Los_Angeles,US,CA,Hollister AMS,Monterey Bay Unified APCD,San Benito,"San Jose-Sunnyvale-Santa Clara, CA",NA,060690002,01,060690002,NA,AIRNOW,NA,NA
420030064_01,-79.868301,40.323898,336,America/New_York,US,PA,Liberty (SAHS),Allegheny County,Allegheny,"Pittsburgh, PA",NA,420030064,01,420030064,NA,AIRNOW,NA,NA
110010043_01,-77.013176,38.921848,NA,America/New_York,US,DC,McMillan Reservoir,District of Columbia - Department of Energy and Environment,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",NA,110010043,01,110010043,NA,AIRNOW,NA,NA
060710306_01,-117.32555,34.510955,278,America/Los_Angeles,US,CA,Victorville - Park Avenue,Mojave Desert AQMD,San Bernardino,"Riverside-San Bernardino-Ontario, CA",NA,060710306,01,060710306,NA,AIRNOW,NA,NA
060550004_01,-122.275024,38.278849,10,America/Los_Angeles,US,CA,Napa - Napa Valley College,San Francisco Bay Area AQMD,Napa,"Napa, CA",NA,060550004,01,060550004,NA,AIRNOW,NA,NA
080770017_01,-108.561096,39.063599,1571,America/Denver,US,CO,Grand Junction - Powell Building,Colorado Department of Public Health and Environment,Mesa,"Grand Junction, CO",NA,080770017,01,080770017,NA,AIRNOW,NA,NA
060510001_01,-118.966515,37.645718,NA,America/Los_Angeles,US,CA,Mammoth Lakes,Great Basin Unified Air Pollution Control District,Mono,NA,NA,060510001,01,060510001,NA,AIRNOW,NA,NA
211110080_01,-85.5744,38.1825,NA,America/New_York,US,KY,Carrithers Middle School,Louisville Metro Air Pollution Control District ,Jefferson,NA,NA,211110080,01,211110080,NA,AIRNOW,NA,NA
280110002_01,-90.734167,33.750833,NA,America/Chicago,US,MS,CLEVELAND,Mississippi DEQ,Bolivar,NA,NA,280110002,01,280110002,NA,AIRNOW,NA,NA
000101101_01,-121.94056,49.15611,15,America/Vancouver,CA,BC,Chilliwack,Metro Vancouver,British Columbia,NA,NA,000101101,01,000101101,NA,AIRNOW,NA,NA
481410055_01,-106.402802,31.7467,1122,America/Denver,US,TX,Ascarate Park Southeast C37,Texas Commission on Environmental Quality,El Paso,"El Paso, TX",NA,481410055,01,481410055,NA,AIRNOW,NA,NA
061113001_01,-119.14318,34.25239,NA,America/Los_Angeles,US,CA,El Rio - Rio Mesa School #2,Ventura County  APCD,Ventura,"Oxnard-Thousand Oaks-Ventura, CA",NA,061113001,01,061113001,NA,AIRNOW,NA,NA
000070119_01,-97.3964,49.9489,NA,America/Winnipeg,CA,MB,Winnipeg_Ellens,Manitoba Conservation Air Quality Section,Manitoba,NA,NA,000070119,01,000070119,NA,AIRNOW,NA,NA
350010029_01,-106.651901,35.0186,1509,America/Denver,US,NM,South Valley,Albuquerque Environmental Health Department,Bernalillo,"Albuquerque, NM",NA,350010029,01,350010029,NA,AIRNOW,NA,NA
530272002_01,-123.8317,46.9772,0,America/Los_Angeles,US,WA,Aberdeen-Division St,Washington Department of Ecology,Grays Harbor,"Aberdeen, WA",NA,530272002,01,530272002,NA,AIRNOW,NA,NA
530010003_01,-118.381897,47.127998,550,America/Los_Angeles,US,WA,Ritzville-Alder St ,Washington Department of Ecology,Adams,NA,NA,530010003,01,530010003,NA,AIRNOW,NA,NA
410432003_01,-122.617048,44.778743,NA,America/Los_Angeles,US,OR,Lyons,Oregon Dept. of Environmental Quality,Linn,NA,NA,410432003,01,410432003,NA,AIRNOW,NA,NA
060631010_01,-120.471664,39.808334,NA,America/Los_Angeles,US,CA,Portola,Northern Sierra AQMD,Plumas,NA,NA,060631010,01,060631010,NA,AIRNOW,NA,NA
260050003_01,-86.148598,42.767799,390,America/Detroit,US,MI,HOLLAND,"Michigan Department of Environment, Great Lakes, and Energy",Allegan,"Allegan, MI",NA,260050003,01,260050003,NA,AIRNOW,NA,NA
121150013_01,-82.5072,27.2906,NA,America/New_York,US,FL,Bee Ridge,Florida Dept. of Environmental Protection,Sarasota,"Sarasota-Bradenton-Venice, FL",NA,121150013,01,121150013,NA,AIRNOW,NA,NA
171430037_01,-89.5889,40.6978,156,America/Chicago,US,IL,PEORIA_J,Illinois EPA,Peoria,"Peoria, IL",NA,171430037,01,171430037,NA,AIRNOW,NA,NA
330115001_01,-71.878626,42.86183,698,America/New_York,US,NH,Miller State Park,New Hampshire Dept. of Environmental Services,Hillsborough,"Manchester-Nashua, NH",NA,330115001,01,330115001,NA,AIRNOW,NA,NA
340130003_01,-74.192894,40.720989,27,America/New_York,US,NJ,Newark Firehouse,New Jersey Dept. of Environmental Protection,Essex,"New York-Northern New Jersey-Long Island, NY-NJ-PA",NA,340130003,01,340130003,NA,AIRNOW,NA,NA
530350007_01,-122.627397,47.592675,78,America/Los_Angeles,US,WA,Bremerton-Spruce Ave,Washington Department of Ecology,Kitsap,NA,NA,530350007,01,530350007,NA,AIRNOW,NA,NA
410330114_01,-123.348466,42.434149,280,America/Los_Angeles,US,OR,Grants Pass - Parkside School,Oregon Dept. of Environmental Quality,Josephine,"Grants Pass, OR",NA,410330114,01,410330114,NA,AIRNOW,NA,NA
560210100_01,-104.778336,41.18222,1866,America/Denver,US,WY,Cheyenne NCore,Wyoming Department of Environmental Quality,Laramie,"Cheyenne, WY",NA,560210100,01,560210100,NA,AIRNOW,NA,NA
290390001_01,-94.03474,37.70097,294,America/Chicago,US,MO,ELDOSPGS,Missouri Department of Natural Resources,Cedar,NA,NA,290390001,01,290390001,NA,AIRNOW,NA,NA
010731010_01,-86.5492,33.5453,NA,America/Chicago,US,AL,LEEDS,Jefferson County Department of Health,Jefferson,"Birmingham-Hoover, AL",NA,010731010,01,010731010,NA,AIRNOW,NA,NA
420710012_01,-76.1125,40.0439,116,America/New_York,US,PA,Lancaster DW,Pennsylvania Dept. of Environmental Protection,Lancaster,"Lancaster, PA",NA,420710012,01,420710012,NA,AIRNOW,NA,NA
401430174_01,-96.0033,35.9525,NA,America/Chicago,US,OK,Glenpool,Oklahoma Department of Environmental Quality,Tulsa,"Tulsa, OK",NA,401430174,01,401430174,NA,AIRNOW,NA,NA
800090034_01,-99.0738,19.3044,2247,America/Mexico_City,MX,DF,UAM Xochimilco,Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico,Distrito Federal,NA,NA,800090034,01,800090034,NA,AIRNOW,NA,NA
060510005_01,-119.120278,37.962069,NA,America/Los_Angeles,US,CA,Lee Vining,Great Basin Unified Air Pollution Control District,Mono,NA,NA,060510005,01,060510005,NA,AIRNOW,NA,NA
180390008_01,-85.96833,41.656944,233,America/Indiana/Indianapolis,US,IN,Elkhart-Prairie St.,Indiana Dept. of Environmental Management,Elkhart,"Elkhart-Goshen, IN",NA,180390008,01,180390008,NA,AIRNOW,NA,NA
230010011_01,-70.214134,44.089355,NA,America/New_York,US,ME,Lewiston,Maine Dept. of Environmental Protection,Androscoggin,"Lewiston-Auburn, ME",NA,230010011,01,230010011,NA,AIRNOW,NA,NA
530470013_01,-119.518959,48.39999,263,America/Los_Angeles,US,WA,Omak-Colville Tribe,Washington Department of Ecology,Okanogan,NA,NA,530470013,01,530470013,NA,AIRNOW,NA,NA
840530330069_01,-122.278385,47.498535,NA,America/Los_Angeles,US,WA,Tukwila_Allentown,Washington Department of Ecology,King,"Seattle-Tacoma-Bellevue, WA",NA,840530330069,01,840530330069,NA,AIRNOW,NA,NA
530630021_01,-117.364899,47.672501,585,America/Los_Angeles,US,WA,Spokane-Augusta Ave,Washington Department of Ecology,Spokane,"Spokane, WA",NA,530630021,01,530630021,NA,AIRNOW,NA,NA
560250100_01,-106.36501,42.82231,1592,America/Denver,US,WY,Casper Gaseous,Wyoming Department of Environmental Quality,Natrona,"Casper, WY",NA,560250100,01,560250100,NA,AIRNOW,NA,NA
260170014_01,-83.8908,43.5714,390,America/Detroit,US,MI,BAY CITY,"Michigan Department of Environment, Great Lakes, and Energy",Bay,"Bay City, MI",NA,260170014,01,260170014,NA,AIRNOW,NA,NA
120952002_01,-81.3628,28.5997,NA,America/New_York,US,FL,Winter Park,Florida Dept. of Environmental Protection,Orange,"Orlando-Kissimmee, FL",NA,120952002,01,120952002,NA,AIRNOW,NA,NA
121035002_01,-82.7008,28.0903,NA,America/New_York,US,FL,John A. Chesnut Sr. Park,Florida Dept. of Environmental Protection,Pinellas,"Tampa-St. Petersburg-Clearwater, FL",NA,121035002,01,121035002,NA,AIRNOW,NA,NA
390810017_01,-80.615691,40.366452,NA,America/New_York,US,OH,Steubenville,Ohio EPA-DAPC,Jefferson,"Weirton-Steubenville, WV-OH",NA,390810017,01,390810017,NA,AIRNOW,NA,NA
420050001_01,-79.565,40.8142,NA,America/New_York,US,PA,Kittanning,Pennsylvania Dept. of Environmental Protection,Armstrong,"Pittsburgh, PA",NA,420050001,01,420050001,NA,AIRNOW,NA,NA
401431127_01,-95.976402,36.206699,NA,America/Chicago,US,OK,Tulsa,Oklahoma Department of Environmental Quality,Tulsa,"Tulsa, OK",NA,401431127,01,401431127,NA,AIRNOW,NA,NA
000101202_01,-122.70889,49.24528,NA,America/Vancouver,CA,BC,Pitt Meadows,Metro Vancouver,British Columbia,NA,NA,000101202,01,000101202,NA,AIRNOW,NA,NA
181270024_01,-87.1992,41.6175,NA,America/Chicago,US,IN,Ogden Dunes,Indiana Dept. of Environmental Management,Porter,"Chicago-Naperville-Joliet, IL-IN-WI",NA,181270024,01,181270024,NA,AIRNOW,NA,NA
000040203_01,-66.0092,45.3092,57,America/Moncton,CA,NB,FOREST HILLS,Environment Canada,New Brunswick,NA,NA,000040203,01,000040203,NA,AIRNOW,NA,NA
000090801_01,-111.6406,57.1889,NA,America/Edmonton,CA,AB,Fort McKay,Alberta Environmental Monitoring and Reporting Agency (AEMERA),Alberta,NA,NA,000090801,01,000090801,NA,AIRNOW,NA,NA
530030004_01,-117.059799,46.425598,250,America/Los_Angeles,US,WA,Clarkston-13th St,Washington Department of Ecology,Asotin,NA,NA,530030004,01,530030004,NA,AIRNOW,NA,NA
840410172002_01,-121.5273,43.70376,1294,America/Los_Angeles,US,OR,La Pine Rural Fire Dept,Oregon Dept. of Environmental Quality,Deschutes,NA,NA,840410172002,01,840410172002,NA,AIRNOW,NA,NA
840410270001_01,-121.527478,45.685138,171,America/Los_Angeles,US,OR,Hood River West Side FD,Oregon Dept. of Environmental Quality,Hood River,NA,NA,840410270001,01,840410270001,NA,AIRNOW,NA,NA
261470005_01,-82.4564,42.9533,390,America/Detroit,US,MI,PORT HURON,"Michigan Department of Environment, Great Lakes, and Energy",St. Clair,"Detroit-Warren-Livonia, MI",NA,261470005,01,261470005,NA,AIRNOW,NA,NA
290770036_01,-93.299692,37.256069,403,America/Chicago,US,MO,Hillcrest HS,Missouri Department of Natural Resources,Greene,"Springfield, MO",NA,290770036,01,290770036,NA,AIRNOW,NA,NA
090092123_01,-73.0442,41.5503,NA,America/New_York,US,CT,Waterbury,Connecticut Dept. of Energy and Environmental Protection,New Haven,"New Haven-Milford, CT",NA,090092123,01,090092123,NA,AIRNOW,NA,NA
090030025_01,-72.679923,41.771444,57,America/New_York,US,CT,Hartford-Huntley,Connecticut Dept. of Energy and Environmental Protection,Hartford,"Hartford-West Hartford-East Hartford, CT",NA,090030025,01,090030025,NA,AIRNOW,NA,NA
000081001_01,-107.81689,50.285833,NA,America/Regina,CA,SK,SWIFT CURRENT,Saskatchewan Environment,Saskatchewan,NA,NA,000081001,01,000081001,NA,AIRNOW,NA,NA
80011G001_01,-100.81591,20.518317,498,America/Mexico_City,MX,GJ,Estación Seguridad Pública,Secretaría de Medio Ambiente y Ordenamiento Territorial,Guanajuato,NA,NA,80011G001,01,80011G001,NA,AIRNOW,NA,NA
201330003_01,-95.47594,37.67696,NA,America/Chicago,US,KS,Chanute,Kansas Dept. of Health and Environment,Neosho,NA,NA,201330003,01,201330003,NA,AIRNOW,NA,NA
